EQUIPE,JOGADOR,POSICAO,ID,Q,TEMPO,MOMENTO,DURACAO,FUNDAMENTO
Atlético-GO,Éder Ferreira,Zagueiro,46563569,3,2,553,1,rebatida
Atlético-MG,Junior Alonso,Lateral esquerdo,46563524,8,2,540,1,passe
Atlético-MG,Guilherme Arana,Lateral esquerdo,46563513,14,2,538,1,passe
Atlético-GO,Renato Kayzer,Atacante,46563464,23,2,517,1,interceptacao
Atlético-MG,Allan,Volante,46563460,14,2,515,1,passe
Atlético-MG,Allan,Volante,46563450,7,2,509,1,passe
Atlético-MG,Allan,Volante,46563362,21,2,466,1,passe
Atlético-MG,Jair,Volante,46563355,22,2,464,1,passe
Atlético-MG,Guga,Lateral direito,46563353,23,2,462,1,passe
Atlético-GO,João Victor,Zagueiro,46563339,8,2,455,1,passe
Atlético-GO,Nicolas,Lateral esquerdo,46563293,19,2,439,1,passe
Atlético-MG,Réver,Zagueiro,46563155,22,2,392,1,passe
Atlético-MG,Junior Alonso,Lateral esquerdo,46563151,21,2,390,1,passe
Atlético-MG,Allan,Volante,46563144,20,2,388,1,passe
Atlético-GO,Jean,Goleiro,46563104,8,2,370,1,rebatida
Atlético-GO,João Victor,Zagueiro,46563076,23,2,356,1,passe
Atlético-MG,Junior Alonso,Lateral esquerdo,46562930,3,2,314,1,defesa
Atlético-MG,Allan,Volante,46562918,7,2,310,1,perdaPosseDeBola
Atlético-MG,Eduardo Sasha,Atacante,46562890,3,2,302,1,faltaRecebida
Atlético-GO,Gustavo Ferrareis,Meia,46562814,26,2,260,1,passe
Atlético-MG,Guilherme Arana,Lateral esquerdo,46562725,13,2,229,1,passe
Atlético-MG,Allan,Volante,46562720,19,2,228,1,passe
Atlético-MG,Guilherme Arana,Lateral esquerdo,46562704,19,2,225,1,passe
Atlético-MG,Junior Alonso,Lateral esquerdo,46562587,8,2,175,1,passe
Atlético-MG,Everson,Goleiro,46562582,4,2,173,1,passe
Atlético-MG,Réver,Zagueiro,46562580,12,2,172,1,passe
Atlético-MG,Guga,Lateral direito,46562572,24,2,171,1,passe
Atlético-MG,Savarino,Meia,46562570,30,2,170,1,passe
Atlético-MG,Guga,Lateral direito,46562555,30,2,160,1,passe
Atlético-GO,Dudu,Lateral direito,46562525,11,2,140,1,passe
Atlético-MG,Junior Alonso,Lateral esquerdo,46562503,2,2,134,1,passe
Atlético-MG,Réver,Zagueiro,46562501,11,2,132,1,passe
Atlético-GO,Edson,Volante,46562399,1,2,92,1,faltaRecebida
Atlético-GO,Nicolas,Lateral esquerdo,46562397,1,2,90,1,passe
Atlético-MG,Alan Franco,Meia,46562393,36,2,86,1,passe
Atlético-MG,Savarino,Meia,46562391,30,2,84,1,passe
Atlético-MG,Alan Franco,Meia,46562387,23,2,82,1,passe
Atlético-GO,Nicolas,Lateral esquerdo,46562325,13,2,63,1,passe
Atlético-GO,Renato Kayzer,Atacante,46562250,23,2,40,1,faltaRecebida
Atlético-MG,Allan,Volante,46562232,19,2,36,1,passe
Atlético-MG,Guilherme Arana,Lateral esquerdo,46562204,13,2,28,1,passe
Atlético-GO,João Victor,Zagueiro,46562175,12,2,20,1,passe
Atlético-MG,Réver,Zagueiro,46562141,10,2,10,1,passe
Atlético-MG,Junior Alonso,Lateral esquerdo,46562137,8,2,8,1,passe
Atlético-MG,Jair,Volante,46562125,16,2,6,1,passe
Atlético-MG,Eduardo Sasha,Atacante,46562115,16,2,2,1,passe
Atlético-MG,Nathan,Meia,46580380,15,4,3010,1,passe
Atlético-GO,Gilvan,Zagueiro,46580369,33,4,2983,1,gol
Atlético-GO,Everton Felipe,Meia,46580365,36,4,2981,1,cruzamento
Atlético-GO,Matheuzinho,Meia,46580355,34,4,2941,1,finalizacao
Atlético-MG,Everson,Goleiro,46580343,3,4,2932,1,defesaDificil
Atlético-GO,João Victor,Zagueiro,46580332,23,4,2922,1,passe
Atlético-MG,Réver,Zagueiro,46580324,7,4,2916,1,passe
Atlético-MG,Everson,Goleiro,46580322,4,4,2913,1,passe
Atlético-MG,Everson,Goleiro,46580318,11,4,2907,1,passe
Atlético-MG,Jair,Volante,46580316,17,4,2905,1,passe
Atlético-MG,Réver,Zagueiro,46580314,16,4,2904,1,passe
Atlético-MG,Igor Rabello,Zagueiro,46580312,18,4,2903,1,passe
Atlético-MG,Mariano,Lateral direito,46580310,24,4,2901,1,passe
Atlético-MG,Réver,Zagueiro,46580308,24,4,2899,1,passe
Atlético-GO,Nicolas,Lateral esquerdo,46580303,7,4,2892,1,rebatida
Atlético-GO,Edson,Volante,46580297,29,4,2866,1,faltaCometida
Atlético-MG,Everson,Goleiro,46580292,2,4,2853,1,passe
Atlético-MG,Junior Alonso,Lateral esquerdo,46580290,7,4,2852,1,passe
Atlético-MG,Réver,Zagueiro,46580282,14,4,2846,1,passe
Atlético-MG,Jair,Volante,46580280,16,4,2843,1,passe
Atlético-GO,Matheus Vargas,Meia,46580264,20,4,2826,1,faltaCometida
Atlético-MG,Igor Rabello,Zagueiro,46580249,11,4,2807,1,passe
Atlético-MG,Jair,Volante,46580245,10,4,2806,1,passe
Atlético-MG,Jair,Volante,46580233,10,4,2796,1,passe
Atlético-MG,Igor Rabello,Zagueiro,46580231,11,4,2795,1,passe
Atlético-MG,Igor Rabello,Zagueiro,46580156,11,4,2758,1,passe
Atlético-MG,Everson,Goleiro,46580148,4,4,2756,1,passe
Atlético-MG,Igor Rabello,Zagueiro,46580102,2,4,2733,1,defesa
Atlético-GO,Matheus Vargas,Meia,46580068,20,4,2715,1,passe
Atlético-GO,Nicolas,Lateral esquerdo,46580021,13,4,2696,1,passe
Atlético-GO,Matheus Vargas,Meia,46580015,13,4,2695,1,passe
Atlético-GO,Chico,Meia,46579983,17,4,2675,1,faltaCometida
Atlético-GO,Matheuzinho,Meia,46579931,26,4,2643,1,perdaPosseDeBola
Atlético-GO,Matheuzinho,Meia,46579808,25,4,2597,1,passe
Atlético-GO,Matheus Vargas,Meia,46579792,19,4,2589,1,passe
Atlético-GO,Nicolas,Lateral esquerdo,46579790,19,4,2587,1,passe
Atlético-MG,Maílton,Lateral direito,46579784,18,4,2585,1,perdaPosseDeBola
Atlético-MG,Mariano,Lateral direito,46579778,18,4,2583,1,passe
Atlético-MG,Igor Rabello,Zagueiro,46579772,12,4,2580,1,passe
Atlético-MG,Jair,Volante,46579766,16,4,2578,1,passe
Atlético-MG,Réver,Zagueiro,46579762,9,4,2575,1,passe
Atlético-MG,Everson,Goleiro,46579755,4,4,2573,1,passe
Atlético-MG,Igor Rabello,Zagueiro,46579751,11,4,2571,1,passe
Atlético-MG,Alan Franco,Meia,46579743,17,4,2569,1,passe
Atlético-MG,Mariano,Lateral direito,46579735,18,4,2567,1,passe
Atlético-MG,Maílton,Lateral direito,46579730,24,4,2565,1,passe
Atlético-MG,Mariano,Lateral direito,46579721,18,4,2562,1,passe
Atlético-MG,Alan Franco,Meia,46579719,17,4,2560,1,passe
Atlético-MG,Mariano,Lateral direito,46579708,12,4,2556,1,passe
Atlético-GO,Nicolas,Lateral esquerdo,46579635,13,4,2519,1,passe
Atlético-GO,Matheus Vargas,Meia,46579535,23,4,2474,1,passe
Atlético-MG,Jair,Volante,46579536,14,4,2474,1,faltaCometida
Atlético-GO,Matheus Vargas,Meia,46579523,23,4,2469,1,faltaRecebida
Atlético-MG,Nathan,Meia,46579517,13,4,2467,1,passe
Atlético-MG,Junior Alonso,Lateral esquerdo,46579509,8,4,2463,1,passe
Atlético-GO,Gilvan,Zagueiro,46579487,8,4,2449,1,passe
Atlético-GO,Éder Ferreira,Zagueiro,46579465,10,4,2437,1,passe
Atlético-GO,Edson,Volante,46579329,10,4,2370,1,faltaRecebida
Atlético-GO,Everton Felipe,Meia,46579320,12,4,2367,1,passe
Atlético-GO,João Victor,Zagueiro,46579295,10,4,2360,1,interceptacao
Atlético-MG,Sávio,Atacante,46579287,8,4,2354,1,passe
Atlético-GO,Edson,Volante,46579251,15,4,2329,1,passe
Atlético-GO,Matheus Vargas,Meia,46579245,22,4,2327,1,passe
Atlético-GO,Everton Felipe,Meia,46579241,23,4,2325,1,passe
Atlético-MG,Nathan,Meia,46579137,17,4,2289,1,passe
Atlético-MG,Jair,Volante,46579133,11,4,2288,1,passe
Atlético-MG,Nathan,Meia,46579129,16,4,2286,1,passe
Atlético-GO,João Victor,Zagueiro,46579099,35,4,2274,1,passe
Atlético-GO,Everton Felipe,Meia,46579095,29,4,2271,1,passe
Atlético-MG,Everson,Goleiro,46579011,4,4,2244,1,lancamento
Atlético-GO,Éder Ferreira,Zagueiro,46578860,16,4,2170,1,passe
Atlético-GO,Nicolas,Lateral esquerdo,46578837,19,4,2162,1,passe
Atlético-GO,Edson,Volante,46578810,10,4,2147,1,passe
Atlético-MG,Savarino,Meia,46578777,36,4,2129,1,cruzamento
Atlético-GO,Jean,Goleiro,46578703,3,4,2091,1,defesa
Atlético-GO,Renato Kayzer,Atacante,46578639,26,4,2066,1,passe
Atlético-GO,Éder Ferreira,Zagueiro,46578590,11,4,2042,1,passe
Atlético-GO,Matheus Vargas,Meia,46578571,29,4,2031,1,passe
Atlético-GO,Matheus Vargas,Meia,46578543,17,4,2018,1,passe
Atlético-GO,Matheus Vargas,Meia,46578518,16,4,2011,1,passe
Atlético-MG,Keno,Atacante,46578442,33,4,1932,1,gol
Atlético-MG,Nathan,Meia,46578427,27,4,1928,1,passe
Atlético-GO,Gilvan,Zagueiro,46578426,3,4,1928,1,rebatida
Atlético-MG,Alan Franco,Meia,46578420,22,4,1926,1,passe
Atlético-GO,Jean,Goleiro,46578409,4,4,1919,1,defesaDificil
Atlético-GO,Nicolas,Lateral esquerdo,46578356,13,4,1877,1,rebatida
Atlético-MG,Igor Rabello,Zagueiro,46578340,17,4,1867,1,passe
Atlético-MG,Nathan,Meia,46578253,18,4,1802,1,perdaPosseDeBola
Atlético-GO,Nicolas,Lateral esquerdo,46578228,25,4,1784,1,perdaPosseDeBola
Atlético-GO,Chico,Meia,46578216,23,4,1777,1,passe
Atlético-GO,João Victor,Zagueiro,46578199,18,4,1771,1,faltaRecebida
Atlético-GO,Matheus Vargas,Meia,46578194,17,4,1768,1,passe
Atlético-GO,Éder Ferreira,Zagueiro,46578179,12,4,1759,1,passe
Atlético-MG,Igor Rabello,Zagueiro,46578131,17,4,1737,1,passe
Atlético-MG,Mariano,Lateral direito,46578127,18,4,1733,1,passe
Atlético-MG,Guilherme Arana,Lateral esquerdo,46578122,23,4,1731,1,passe
Atlético-MG,Keno,Atacante,46578119,23,4,1729,1,passe
Atlético-GO,Edson,Volante,46578093,19,4,1710,1,interceptacao
Atlético-MG,Igor Rabello,Zagueiro,46578085,12,4,1701,1,passe
Atlético-GO,Nicolas,Lateral esquerdo,46578083,13,4,1698,1,rebatida
Atlético-MG,Igor Rabello,Zagueiro,46578033,17,4,1664,1,passe
